1.53118e+09	-0.0130135	-0.0796787	-0.129081	0.21402	0.0518397	-0.0504498
1.53118e+09	-0.0154168	-0.0782269	-0.132206	0.201667	0.062674	-0.0404807
1.53118e+09	-0.0298968	-0.0691596	-0.13352	0.187823	0.0654305	-0.0438578
1.53118e+09	-0.0132958	-0.0506857	-0.127268	0.16775	0.038631	-0.0499599
1.53118e+09	-0.0167669	-0.0484864	-0.128266	0.16618	0.0328573	-0.0551578
1.53118e+09	-0.0180158	-0.0245445	-0.14077	0.193973	0.0817794	-0.0516616
1.53118e+09	-0.004965	-0.0293082	-0.144211	0.199384	0.0700652	-0.0656489
1.53118e+09	-0.0259857	-0.0212758	-0.141085	0.188575	0.056198	-0.0311934
1.53118e+09	-0.0275433	0.00517006	-0.111375	0.17538	0.0627242	-0.0530964
1.53118e+09	-0.0382689	0.00550928	-0.0738634	0.161483	0.0508974	-0.0545359
1.53118e+09	-0.0445458	0.0341544	-0.0846865	0.15654	0.0941364	-0.0509633
1.53118e+09	-0.0504784	0.0663989	-0.0961922	0.15388	0.0586921	-0.0343198
1.53118e+09	-0.0608315	0.075518	-0.102444	0.1616	0.0639001	-0.0585048
1.53118e+09	-0.0670432	0.0904012	-0.0976629	0.168775	0.0436528	-0.0234236
1.53118e+09	-0.0724266	0.100538	-0.072655	0.174952	0.0780847	-0.0429471
1.53119e+09	-0.0543552	0.115117	-0.0442322	0.17185	0.0712136	-0.0487996
1.53119e+09	-0.0561209	0.102711	-0.0129724	0.161042	0.0188287	-0.0465983
1.53119e+09	-0.0536175	0.115786	-0.00714125	0.17307	0.0662824	-0.0472296
1.53119e+09	-0.0809288	0.133556	-0.0102672	0.193143	0.077565	-0.018043
1.53119e+09	-0.0828678	0.14185	-0.0396361	0.200253	0.0509409	-0.037709
1.53119e+09	-0.0834531	0.158142	-0.0614379	0.202925	0.0421433	-0.0427
1.53119e+09	-0.0874323	0.171633	-0.0176742	0.181309	0.0511794	-0.0399152
1.53119e+09	-0.0871228	0.175233	0.0101172	0.169061	0.062645	-0.0426876
1.53119e+09	-0.0931334	0.17671	0.00386526	0.176781	0.0607742	-0.0373056
1.53119e+09	-0.0887476	0.191002	-0.028026	0.148092	0.0751269	-0.0458417
1.53119e+09	-0.0661893	0.178493	-0.0842936	0.0847862	0.0946651	-0.0241445
1.53119e+09	-0.0543261	0.191611	-0.098635	0.0694381	0.0614406	-0.0334448
1.53119e+09	-0.0601396	0.19082	-0.095509	0.0740702	0.0833762	-0.055419
1.53119e+09	-0.0415778	0.18683	-0.0727073	0.0703721	0.0525845	-0.0336087
1.53119e+09	-0.0397737	0.187299	-0.0500117	0.0684525	0.0789458	-0.0161313
1.53119e+09	-0.0343958	0.191542	-0.0500117	0.0931571	0.0313844	-0.0115361
1.53119e+09	-0.0218453	0.195854	-0.0491185	0.114773	0.0650693	-0.0213399
1.53119e+09	-0.00852444	0.208946	-0.0459925	0.12867	0.0628648	-0.00458781
1.53119e+09	-0.0150144	0.224942	-0.0488562	0.121857	0.0799584	-0.0258942
1.53119e+09	-0.0240227	0.215918	-0.0582341	0.0925198	0.0657725	-0.0127358
