Time	Oxygen	Wind_GEOMAR	Wind_Dir_GEOMAR
1531202825	0.109578	-0.107818	-0.193428
1531203091	0.10958	-0.113011	-0.200095
1531203357	0.118055	-0.122831	-0.224577
1531203622	0.134461	-0.134965	-0.252504
1531203888	0.153146	-0.166125	-0.294169
1531204154	0.171464	-0.185761	-0.351552
1531204419	0.184671	-0.175375	-0.449881
1531204685	0.195715	-0.173543	-0.56233
1531204951	0.205452	-0.181333	-0.690658
1531205216	0.220404	-0.19602	-0.703907
1531205482	0.222566	-0.214197	-0.658909
1531205748	0.236938	-0.20121	-0.716773
1531206013	0.253991	-0.183689	-0.787646
1531206279	0.273042	-0.178495	-0.78098
1531206545	0.284581	-0.174568	-0.778783
1531206810	0.283997	-0.174568	-0.790449
1531207076	0.309894	-0.171163	-0.847276
1531207342	0.297013	-0.163373	-0.962271
1531207607	0.316197	-0.155583	-1.00688
1531207873	0.286633	-0.147793	-1.01022
1531208139	0.264922	-0.122893	-0.966879
1531208404	0.250375	-0.0943731	-0.912956
1531208670	0.256793	-0.068406	-0.824626
1531208936	0.277298	-0.0544455	-0.735596
1531209202	0.328656	-0.0856061	-0.643933
1531209467	0.372837	-0.0832419	-0.626233
1531209733	0.402893	-0.0313076	-0.717896
1531209999	0.432627	-0.0243099	-0.725026
1531210264	0.437063	-0.0476803	-0.675028
1531210530	0.468528	0.019212	-0.661895
1531210796	0.438665	0.110097	-0.658562
1531211061	0.44544	0.129489	-0.728973
1531211327	0.457712	0.136662	-0.782981
1531211593	0.432137	0.0925183	-0.754648
1531211858	0.438196	0.0675817	-0.709674
1531212124	0.42222	0.0753719	-0.636343
1531212390	0.401046	0.0977848	-0.650294
1531212655	0.398961	0.131542	-0.731957
1531212921	0.42659	0.153514	-0.703946
1531213187	0.464593	0.171691	-0.640616
1531213452	0.494263	0.192334	-0.637429
1531213718	0.537353	0.20754	-0.641718
1531213984	0.551508	0.189363	-0.671716
1531214249	0.53734	0.184283	-0.67874
1531214515	0.516667	0.205056	-0.640408
1531214781	0.489129	0.20383	-0.646201
1531215046	0.498981	0.183056	-0.691199
1531215312	0.515136	0.175421	-0.66633
1531215578	0.5095	0.172824	-0.614665
1531215843	0.514423	0.189258	-0.671399
1531216109	0.528275	0.207719	-0.736787
1531216375	0.565332	0.228492	-0.791785
1531216640	0.611145	0.231977	-0.829129
1531216906	0.60219	0.195623	-0.825796
1531217172	0.646289	0.218505	-0.811719
1531217437	0.689825	0.3016	-0.78672
1531217703	0.722815	0.323848	-0.788139
1531217969	0.713087	0.318654	-0.801471
1531218234	0.777129	0.274505	-0.808921
1531218500	0.800015	0.229101	-0.814325
1531218766	0.851399	0.231698	-0.804326
1531219031	0.864571	0.244075	-0.787152
1531219297	0.860292	0.283026	-0.750487
1531219563	0.826427	0.285962	-0.756969
1531219828	0.859203	0.247011	-0.813633
1531220094	0.908488	0.260834	-0.804742
1531220360	0.728559	0.302381	-0.76141
1531220626	0.773046	0.291027	-0.781741
1531220891	0.827318	0.271019	-0.812844
1531221157	0.780629	0.268422	-0.831177
1531221423	0.810521	0.261546	-0.851864
1531221688	0.753198	0.240773	-0.880196
1531221954	0.771137	0.26898	-0.852085
1531222220	0.781369	0.362462	-0.748755
1531222485	0.84986	0.431717	-0.768781
1531222751	0.806131	0.486248	-0.863777
1531223017	0.766443	0.477269	-0.889479
1531223282	0.763675	0.45381	-0.89945
1531223548	0.79248	0.420053	-0.906116
1531223814	0.821943	0.401493	-0.905719
1531224079	0.791135	0.443041	-0.877387
1531224345	0.766292	0.459966	-0.858932
1531224611	0.733443	0.439192	-0.855599
1531224876	0.730743	0.41689	-0.838537
1531225142	0.734099	0.39352	-0.811872
1531225408	0.758215	0.386387	-0.785206
1531225673	0.71257	0.38379	-0.758541
1531225939	0.72393	0.4217	-0.78062
1531226205	0.738364	0.454972	-0.794701
1531226470	0.741771	0.460165	-0.763036
1531226736	0.604926	0.447524	-0.744624
1531227002	0.570352	0.40338	-0.749624
1531227267	0.507103	0.386607	-0.727811
1531227533	0.52988	0.3918	-0.68448
1531227799	0.551288	0.389224	-0.683536
1531228064	0.564356	0.38403	-0.696868
1531228330	0.55783	0.430168	-0.688238
1531228596	0.635821	0.474263	-0.683622
1531228861	0.534233	0.48465	-0.713621
1531229127	0.486684	0.481414	-0.714658
1531229393	0.391649	0.450253	-0.656327
1531229658	0.442012	0.402853	-0.591916
1531229924	0.409859	0.340532	-0.521919
1531230190	0.387959	0.32088	-0.543604
1531230455	0.35575	0.318283	-0.601935
1531230721	0.390354	0.346329	-0.567985
1531230987	0.513625	0.375916	-0.539971
1531231253	0.56834	0.391496	-0.6483
1531231518	0.637823	0.394086	-0.741425
1531231784	0.582087	0.365522	-0.79809
1531232050	0.59592	0.362279	-0.811688
1531232315	0.585712	0.385649	-0.780023
1531232581	0.587453	0.368357	-0.731337
1531232847	0.580609	0.332003	-0.674673
1531233112	0.516071	0.341046	-0.721441
1531233378	0.526974	0.354701	-0.780073
1531233644	0.450084	0.341718	-0.796739
1531233909	0.464042	0.332118	-0.784732
1531234175	0.364094	0.332118	-0.691403
1531234441	0.299913	0.339191	-0.656328
1531234706	0.226588	0.354771	-0.691326
1531234972	0.249121	0.356906	-0.687493
1531235238	0.237471	0.351713	-0.662494
1531235503	0.282675	0.348702	-0.71734
1531235769	0.270572	0.346895	-0.786323
1531236035	0.327338	0.367669	-0.826322
1531236300	0.29782	0.381956	-0.854589
1531236566	0.395895	0.374166	-0.842923
1531236832	0.492359	0.370742	-0.824251
1531237097	0.4801	0.373339	-0.795919
1531237363	0.561548	0.342474	-0.790085
1531237629	0.601803	0.29054	-0.798418
1531237894	0.473679	0.328703	-0.806751
1531238160	0.586821	0.388407	-0.815087
1531238426	0.513515	0.331279	-0.838419
1531238691	0.596466	0.290729	-0.8495
1531238957	0.534457	0.319293	-0.809501
1531239223	0.632191	0.313712	-0.804953
1531239488	0.598904	0.253988	-0.856617
1531239754	0.654033	0.24246	-0.841582
1531240020	0.53893	0.26583	-0.778252
1531240285	0.548856	0.309281	-0.78967
1531240551	0.606556	0.358619	-0.823002
1531240817	0.648977	0.423016	-0.828949
1531241082	0.540685	0.467594	-0.831817
1531241348	0.620306	0.405273	-0.823484
1531241614	0.396565	0.347536	-0.820448
1531241879	0.256561	0.298199	-0.827114
1531242145	0.616897	0.308454	-0.841977
1531242411	0.49754	0.368179	-0.863642
1531242677	0.413517	0.352993	-0.858187
1531242942	0.488279	0.311446	-0.843188
1531243208	0.45959	0.33531	-0.874835
1531243474	0.402069	0.355678	-0.901207
1531243739	0.419172	0.319324	-0.867875
1531244005	0.508111	0.298735	-0.839868
1531244271	0.171511	0.311718	-0.823202
1531244536	0.482419	0.335355	-0.81081
1531244802	0.276012	0.369112	-0.802477
1531245068	0.316719	0.353365	-0.814148
1531245333	0.387316	0.317011	-0.834148
1531245599	0.202381	0.348383	-0.786697
1531245865	0.236026	0.385169	-0.738184
1531246130	0.297599	0.400749	-0.753184
1531246396	0.222342	0.385889	-0.762941
1531246662	0.260851	0.295004	-0.759608
1531246927	0.27606	0.262603	-0.753879
1531247193	0.220806	0.293763	-0.745546
1531247459	0.14643	0.344133	-0.76299
1531247724	0.0937684	0.403857	-0.792989
1531247990	0.0703254	0.400634	-0.822988
1531248256	0.0924323	0.387497	-0.850625
1531248521	0.131982	0.371917	-0.840626
1531248787	0.101787	0.351095	-0.836093
1531249053	0.116144	0.314741	-0.847759
1531249318	0.0898482	0.276073	-0.858683
1531249584	0.126562	0.234525	-0.868682
1531249850	0.127114	0.194637	-0.874423
1531250115	0.13868	0.155686	-0.877756
1531250381	0.152692	0.12754	-0.912987
1531250647	0.14424	0.102959	-0.95266
1531250912	0.150854	0.131523	-0.915995
1531251178	0.168545	0.156112	-0.884068
1531251444	0.196383	0.166498	-0.869069
1531251709	0.219507	0.15014	-0.859562
1531251975	0.280024	0.0956089	-0.857896
1531252241	0.315398	0.0505081	-0.87136
1531252506	0.330028	0.0115574	-0.894693
1531252772	0.352856	0.0700656	-0.892739
1531253038	0.352742	0.153161	-0.884406
1531253304	0.381839	0.166717	-0.87442
1531253569	0.408145	0.173452	-0.866888
1531253835	0.385587	0.152679	-0.870221
1531254101	0.405833	0.156469	-0.871663
1531254366	0.394187	0.200613	-0.869996
1531254632	0.401466	0.207646	-0.855944
1531254898	0.40496	0.186872	-0.832612
1531255163	0.410947	0.134317	-0.862823
1531255429	0.412527	0.071996	-0.909488
1531255695	0.408359	0.121645	-0.903452
1531255960	0.409666	0.157293	-0.894362
1531256226	0.401003	0.0871815	-0.881029
1531256492	0.402265	0.038557	-0.859652
1531256757	0.405011	0.0307669	-0.822987
1531257023	0.398984	0.0313598	-0.785425
1531257289	0.392842	0.0391499	-0.747093
1531257554	0.40258	-0.00243563	-0.748983
1531257820	0.370844	-0.0621601	-0.765649
1531258086	0.371846	-0.10988	-0.771528
1531258351	0.377457	-0.153253	-0.781244
1531258617	0.389347	-0.17143	-0.826242
1531258883	0.395399	-0.183951	-0.899244
1531259148	0.343719	-0.183951	-1.03424
1531259414	0.357182	-0.183951	-0.523564
1531259680	0.366852	-0.183951	0.621389
1531259945	0.373755	-0.176704	0.905846
1531260211	0.328104	-0.166317	0.817517
1531260477	0.344572	-0.146675	0.902926
1531260742	0.357173	-0.120211	0.903814
1531261008	0.335597	-0.0319228	-0.244472
1531261274	0.362284	0.0736637	-1.06478
1531261539	0.354067	0.224273	-1.03145
1531261805	0.367492	0.30886	-1.01695
1531262071	0.352807	0.319247	-1.02362
1531262336	0.361925	0.272724	-1.02364
1531262602	0.339947	0.197419	-1.02031
1531262868	0.273952	0.253473	-0.998402
1531263133	0.259325	0.325453	-0.974332
1531263399	0.285133	0.286502	-0.967666
1531263665	0.309556	0.26909	-0.960999
1531263930	0.354518	0.318428	-0.954333
1531264196	0.310223	0.328027	-0.94038
1531264462	0.296747	0.286479	-0.917047
1531264728	0.331212	0.248207	-0.928392
1531264993	0.320068	0.211853	-0.960057
1531265259	0.248222	0.216143	-0.958772
1531265525	0.233176	0.228062	-0.950297
1531265790	0.21528	0.178725	-0.933631
1531266056	0.205873	0.14195	-0.927482
1531266322	0.145002	0.152337	-0.960814
1531266587	0.178845	0.154339	-0.978001
1531266853	0.15745	0.143952	-0.971335
1531267119	0.12531	0.145965	-0.950741
1531267384	0.140072	0.156352	-0.920742
1531267650	0.169114	0.187258	-0.918399
1531267916	0.139794	0.223612	-0.923399
1531268181	0.11483	0.221659	-0.92676
1531268447	0.169366	0.215391	-0.929798
1531268713	0.149825	0.19202	-0.931465
1531268978	0.11874	0.177298	-0.932515
1531269244	0.151518	0.177298	-0.932515
1531269510	0.13271	0.180223	-0.935331
1531269775	0.148964	0.185416	-0.940331
1531270041	0.146067	0.172928	-0.931461
1531270307	0.134209	0.154751	-0.918128
1531270572	0.121392	0.151373	-0.919042
1531270838	0.111162	0.150263	-0.921663
1531271104	0.116136	0.158054	-0.929996
1531271369	0.102847	0.165844	-0.934965
1531271635	0.0865879	0.173634	-0.933299
1531271901	0.0940929	0.186926	-0.929866
1531272166	0.0707058	0.205103	-0.924867
1531272432	0.0513902	0.183855	-0.918662
1531272698	0.0147312	0.147501	-0.911996
1531272963	-0.0161278	0.161112	-0.908383
1531273229	0.00451428	0.177298	-0.90651
1531273495	0.0267571	0.177298	-0.91651
1531273760	0.0139303	0.164716	-0.9255
1531274026	-0.00196935	0.123169	-0.932167
1531274292	0.0051166	0.106098	-0.93966
1531274557	0.00597171	0.113888	-0.947993
1531274823	0.0210031	0.141369	-0.949432
1531275089	0.0129776	0.177723	-0.947766
1531275354	0.0311067	0.147609	-0.940215
1531275620	0.0398744	0.111813	-0.933907
1531275886	0.0380147	0.11441	-0.952239
1531276152	0.0478023	0.115608	-0.967431
1531276417	0.0324417	0.113012	-0.974098
1531276683	0.0561874	0.105611	-0.971515
1531276949	0.061314	0.0926277	-0.958182
1531277214	0.0506557	0.0864555	-0.953592
1531277480	0.0514713	0.0838587	-0.953592
1531277746	0.0568376	0.0878762	-0.946517
1531278011	0.0595513	0.0928498	-0.938819
1531278277	0.0592256	0.0928498	-0.945486
1531278543	0.0592002	0.0946852	-0.948225
1531278808	0.0582835	0.102475	-0.938226
1531279074	0.0660873	0.116948	-0.933944
1531279340	0.069449	0.140318	-0.937278
1531279605	0.0925515	0.145917	-0.938537
1531279871	0.0755378	0.140724	-0.938537
1531280137	0.0601088	0.158822	-0.937178
1531280402	0.055469	0.18174	-0.935729
1531280668	0.039306	0.153176	-0.959062
1531280934	0.0581299	0.125661	-0.979364
1531281199	0.0769839	0.102291	-0.987697
1531281465	0.0750555	0.0973961	-0.99076
1531281731	0.124825	0.120766	-0.98576
1531281996	0.110761	0.124269	-0.980761
1531282262	0.109633	0.113882	-0.975761
1531282528	0.105283	0.125827	-0.970761
1531282793	0.118794	0.144004	-0.965761
1531283059	0.106337	0.139393	-0.967262
1531283325	0.112569	0.135074	-0.972015
1531283590	0.136659	0.135074	-0.992015
1531283856	0.155792	0.145404	-1.00297
1531284122	0.165711	0.173968	-0.997973
1531284387	0.175784	0.175152	-0.989273
1531284653	0.178969	0.154379	-0.977607
1531284919	0.162732	0.178292	-0.972176
1531285184	0.155017	0.217243	-0.968843
1531285450	0.15853	0.190184	-0.970217
1531285716	0.156937	0.166723	-0.969862
1531285981	0.135076	0.19269	-0.956529
1531286247	-0.0484461	0.202471	-0.949211
1531286513	-0.0735862	0.179101	-0.95421
1531286779	-0.138896	0.157084	-0.960079
1531287044	-0.183578	0.136311	-0.966745
1531287310	-0.190956	0.117392	-0.978176
1531287576	-0.17733	0.0992155	-0.991509
1531287841	-0.194239	0.0928263	-1.00182
1531288107	-0.156754	0.0928875	-1.0108
1531288373	-0.180322	0.139628	-1.0108
1531288638	-0.190272	0.170312	-1.0059
1531288904	-0.185485	0.162522	-0.98923
1531289170	-0.165191	0.143333	-0.983131
1531289435	-0.157002	0.112173	-0.988131
1531289701	-0.15549	0.153517	-0.981781
1531289967	-0.166864	0.228821	-0.970114
1531290232	-0.170584	0.236017	-0.958448
1531290498	-0.185885	0.232543	-0.947232
1531290764	-0.178651	0.216963	-0.942233
1531291029	-0.166773	0.204769	-0.940276
1531291295	-0.172475	0.202173	-0.946942
1531291561	-0.153949	0.211369	-0.952852
1531291826	-0.149013	0.234739	-0.957852
1531292092	-0.145549	0.231211	-0.960694
1531292358	-0.141689	0.213034	-0.96236
1531292623	-0.118304	0.207955	-0.966829
1531292889	-0.110824	0.206241	-0.971263
1531293155	-0.122467	0.229611	-0.959596
1531293420	-0.129129	0.24472	-0.949445
1531293686	-0.120727	0.231737	-0.944445
1531293952	-0.144533	0.225305	-0.943651
1531294217	-0.130207	0.227902	-0.94865
1531294483	-0.115325	0.262376	-0.951604
1531294749	-0.120918	0.316907	-0.953271
1531295014	-0.15022	0.308565	-0.941487
1531295280	-0.155653	0.285197	-0.926492
1531295546	-0.15496	0.269617	-0.924825
1531295811	-0.152368	0.258562	-0.923804
1531296077	-0.151172	0.266352	-0.925471
1531296343	-0.165768	0.258067	-0.919399
1531296608	-0.142794	0.22431	-0.901067
1531296874	-0.10219	0.231231	-0.893371
1531297140	-0.0223956	0.267585	-0.893371
1531297405	-0.099102	0.27582	-0.901105
1531297671	-0.125536	0.27582	-0.911105
1531297937	-0.112831	0.318497	-0.911437
1531298203	-0.0782712	0.345603	-0.910104
1531298468	-0.0386064	0.283281	-0.901771
1531298734	0.000697882	0.256741	-0.898737
1531299000	0.016508	0.295692	-0.905404
1531299265	0.0110786	0.306256	-0.906604
1531299531	0.011732	0.293272	-0.903271
1531299797	0.012177	0.280288	-0.911036
1531300062	0.0240555	0.267305	-0.922702
1531300328	0.0234645	0.297937	-0.917261
1531300594	0.0284923	0.328412	-0.911437
1531300859	-0.00349615	0.336202	-0.911437
1531301125	0.00103144	0.325728	-0.918897
1531301391	0.00493292	0.27639	-0.942229
1531301656	0.0373735	0.260355	-0.952737
1531301922	0.0528108	0.275935	-0.951071
1531302188	0.0448313	0.249334	-0.965883
1531302453	0.0414713	0.20519	-0.987549
1531302719	0.0324767	0.191412	-0.982229
1531302985	0.0377097	0.187292	-0.973587
1531303250	0.0402896	0.24442	-0.961921
1531303516	0.0306897	0.288175	-0.950732
1531303782	0.029919	0.298562	-0.940732
1531304047	0.0194603	0.311438	-0.930732
1531304313	0.0348701	0.327018	-0.920733
1531304579	0.052539	0.316398	-0.921944
1531304844	0.0358261	0.293028	-0.92861
1531305110	0.0277741	0.285397	-0.923731
1531305376	-0.00425929	0.283126	-0.916867
1531305641	-0.000589413	0.32727	-0.906868
1531305907	0.0059522	0.343221	-0.902759
1531306173	0.0426659	0.275706	-0.916092
1531306438	0.0520525	0.240603	-0.924225
1531306704	0.0487513	0.245796	-0.925891
1531306970	0.0384278	0.260946	-0.917972
1531307235	0.0400073	0.28172	-0.90464
1531307501	0.0622101	0.276558	-0.902404
1531307767	0.0930732	0.265639	-0.902831
1531308032	0.0924036	0.234478	-0.919497
1531308298	0.103572	0.20616	-0.930326
1531308564	0.112177	0.187983	-0.920326
1531308830	0.115192	0.177298	-0.91857
1531309095	0.106203	0.177298	-0.928569
1531309361	0.0946358	0.186731	-0.930497
1531309627	0.0865725	0.202311	-0.927164
1531309892	0.0884633	0.18678	-0.910519
1531310158	0.0778954	0.16341	-0.89052
1531310424	0.0868725	0.186407	-0.901933
1531310689	0.0906033	0.205447	-0.911129
1531310955	0.0782869	0.205447	-0.909462
1531311221	0.0662802	0.192668	-0.914104
1531311486	0.0649533	0.15891	-0.929104
1531311752	0.0825051	0.123668	-0.951727
1531312018	0.0787597	0.087314	-0.98006
1531312283	0.0627213	0.090696	-0.95101
1531312549	0.0643066	0.106276	-0.904345
1531312815	0.0611408	0.0969697	-0.897612
1531313080	0.0491405	0.0885522	-0.888568
1531313346	0.0408429	0.0911489	-0.856902
1531313612	0.0497191	0.0910583	-0.833861
1531313877	0.0463468	0.0858649	-0.827194
1531314143	0.0462403	0.066695	-0.840262
1531314409	0.0360107	0.0355344	-0.870261
1531314674	0.0329825	0.0385655	-0.90026
1531314940	0.0135919	0.0541458	-0.930259
1531315206	0.00782641	0.024099	-0.929432
1531315471	0.00235427	-0.00536592	-0.922951
1531315737	-0.0246921	-0.00276921	-0.892952
1531316003	-0.0536343	0.0168058	-0.858283
1531316268	-0.0352466	0.0739335	-0.813285
1531316534	-0.0281279	0.0825772	-0.793517
1531316800	-0.0204049	0.0436265	-0.798517
1531317065	-0.0151913	0.0391089	-0.811659
1531317331	-0.0140943	0.0494957	-0.828325
1531317597	-0.0219002	0.0876525	-0.849446
1531317862	-0.0224229	0.121962	-0.872379
1531318128	-0.0265096	0.0778178	-0.909044
1531318394	-0.0319484	0.0430495	-0.931823
1531318659	-0.0270521	0.0326627	-0.91849
1531318925	-0.0228926	0.0283914	-0.922427
1531319191	-0.0169277	0.0309881	-0.94576
1531319456	-0.0275797	0.0370348	-0.940307
1531319722	-0.0322675	0.044825	-0.920308
1531319988	-0.036674	0.0503882	-0.914601
1531320254	-0.0399931	0.0520158	-0.913217
1531320519	-0.0393391	-0.0129021	-0.948216
1531320785	-0.0434377	-0.0581673	-0.975077
1531321051	-0.0393539	-0.042587	-0.976743
1531321316	-0.0397878	-0.0429086	-0.977681
1531321582	-0.0410417	-0.0636823	-0.977681
1531321848	-0.0324449	-0.0680786	-0.985039
1531322113	-0.0323314	-0.0628852	-0.996705
1531322379	-0.0407944	-0.0790881	-1.00013
1531322645	-0.0438003	-0.0993689	-1.00177
1531322910	-0.0411508	-0.0915788	-1.00177
1531323176	-0.0367096	-0.0816018	-0.999314
1531323442	-0.0393253	-0.0634248	-0.987647
1531323707	-0.0490725	-0.047345	-0.981365
1531323973	-0.0428434	-0.0343614	-0.983032
1531324239	-0.0437053	-0.041534	-0.980718
1531324504	-0.0600414	-0.0623078	-0.975718
1531324770	-0.0740947	-0.0564007	-0.957546
1531325036	-0.0813997	-0.0434171	-0.93588
1531325301	-0.0813326	-0.0815187	-0.953559
1531325567	-0.0837634	-0.114956	-0.964225
1531325833	-0.0827991	-0.122746	-0.939226
1531326098	-0.0895348	-0.134382	-0.893866
1531326364	-0.0857845	-0.152559	-0.81387
1531326630	-0.0726248	-0.167809	-0.717908
1531326895	-0.0572838	-0.180793	-0.609579
1531327161	-0.055775	-0.193777	-0.658903
1531327427	-0.0565015	-0.20676	-0.758899
1531327692	-0.061249	-0.202475	-0.903228
1531327958	-0.100019	-0.195048	-1.03006
1531328224	-0.122338	-0.174275	-1.0384
1531328489	-0.114022	-0.160493	-1.05739
1531328755	-0.106934	-0.160493	-1.09739
1531329021	-0.111873	-0.156366	-1.12944
1531329286	-0.115661	-0.148575	-1.15444
1531329552	-0.106401	-0.152052	-1.1011
1531329818	-0.118297	-0.159842	-1.01777
1531330083	-0.112161	-0.146215	-1.07648
1531330349	-0.102369	-0.134623	-1.01466
1531330615	-0.109395	-0.155397	0.130294
1531330880	-0.116992	-0.172237	0.605151
1531331146	-0.125561	-0.180027	-0.461472
1531331412	-0.131312	-0.191683	-0.465286
1531331678	-0.141769	-0.207263	0.60967
1531331943	-0.153457	-0.206729	0.937642
1531332209	-0.149964	-0.198938	0.929309
1531332475	-0.144874	-0.234705	0.0116966
1531332740	-0.133734	-0.27309	-0.939325
1531333006	-0.142194	-0.27309	-0.830996
1531333272	-0.145802	-0.274489	-0.759033
1531333537	-0.149526	-0.279683	-0.785699
1531333803	-0.155955	-0.280071	-0.776895
1531334069	-0.162885	-0.274877	-0.726897
1531334334	-0.177352	-0.281607	-0.757796
1531334600	-0.189068	-0.29459	-0.831126
1531334866	-0.203674	-0.272291	-0.726126
1531335131	-0.203161	-0.24472	-0.599595
1531335397	-0.201742	-0.239527	-0.701258
1531335663	-0.194397	-0.235558	-0.787595
1531335928	-0.181029	-0.235558	-0.82426
1531336194	-0.177904	-0.236672	-0.865216
1531336460	-0.177978	-0.239269	-0.91188
1531336725	-0.182395	-0.241866	-0.851714
1531336991	-0.185857	-0.244462	-0.726719
1531337257	-0.175503	-0.242823	-0.695517
1531337522	-0.169694	-0.240319	-0.687045
1531337788	-0.169891	-0.248109	-0.848705
1531338054	-0.178038	-0.255374	-0.969931
1531338319	-0.178625	-0.260568	-0.931599
1531338585	-0.173883	-0.255492	-0.873496
1531338851	-0.185679	-0.234718	-0.785166
1531339116	-0.205741	-0.218531	-0.80771
1531339382	-0.224931	-0.205547	-0.907706
1531339648	-0.247674	-0.212871	-0.922987
1531339913	-0.266713	-0.225854	-0.914654
1531340179	-0.242776	-0.236305	-0.985967
1531340445	-0.218511	-0.245379	-1.04244
1531340710	-0.215463	-0.247976	-1.01578
1531340976	-0.233549	-0.243055	-1.00961
1531341242	-0.238617	-0.224878	-1.03961
1531341507	-0.220697	-0.203818	-1.07979
1531341773	-0.221591	-0.180448	-1.12812
1531342039	-0.213327	-0.168738	-0.278398
1531342305	-0.208372	-0.160948	0.873222
1531342570	-0.181297	-0.167829	0.93253
1531342836	-0.149641	-0.175619	0.93072
1531343102	-0.129761	-0.18341	0.970718
1531343367	-0.122633	-0.186938	0.621763
1531343633	-0.118195	-0.181744	-0.523191
1531343899	-0.118602	-0.165717	-1.0858
1531344164	-0.128766	-0.13975	-1.11413
1531344430	-0.140953	-0.137913	-1.13055
1531344696	-0.143749	-0.145703	-1.14222
1531344961	-0.137708	-0.158209	-1.15388
1531345227	-0.138935	-0.169613	-1.04713
1531345493	-0.14394	-0.167017	0.109486
1531345758	-0.145189	-0.159829	0.922866
1531346024	-0.142013	-0.141652	0.914533
1531346290	-0.148299	-0.138679	0.911892
1531346555	-0.144182	-0.151663	0.915226
1531346821	-0.140799	-0.185873	0.911747
1531347087	-0.144227	-0.230017	0.905081
1531347352	-0.135901	-0.24237	-0.0882449
