1.53118e+09	-0.0571371	-0.00780345	-0.127653	0.142441
1.53118e+09	-0.0579257	-0.0101944	-0.130249	0.129108
1.53118e+09	-0.0589684	-0.0245999	-0.13134	0.114165
1.53118e+09	-0.0610714	-0.00808428	-0.126147	0.0924987
1.53118e+09	-0.0622599	-0.0115375	-0.126976	0.0908043
1.53118e+09	-0.061997	-0.01278	-0.137363	0.120803
1.53118e+09	-0.0629535	0.000203658	-0.140222	0.126643
1.53118e+09	-0.0647937	-0.020709	-0.137625	0.114977
1.53118e+09	-0.0666338	-0.0222585	-0.112945	0.100734
1.53118e+09	-0.0684739	-0.0329289	-0.0817844	0.0857342
1.53118e+09	-0.0705681	-0.0391736	-0.090775	0.0803984
1.53118e+09	-0.0722094	-0.0450757	-0.100333	0.0775275
1.53118e+09	-0.0714208	-0.0553755	-0.105526	0.0858605
1.53118e+09	-0.0713744	-0.0615552	-0.101554	0.0936052
1.53118e+09	-0.0726888	-0.066911	-0.0807806	0.100272
1.53119e+09	-0.0741468	-0.0489326	-0.05717	0.0969242
1.53119e+09	-0.075724	-0.0506891	-0.0312029	0.085258
1.53119e+09	-0.0774957	-0.0481986	-0.026359	0.0982411
1.53119e+09	-0.0793358	-0.0753695	-0.0289557	0.119907
1.53119e+09	-0.0797047	-0.0772985	-0.0533521	0.127581
1.53119e+09	-0.0801996	-0.0778808	-0.0714626	0.130466
1.53119e+09	-0.0823026	-0.0818395	-0.0351086	0.107134
1.53119e+09	-0.0839019	-0.0815316	-0.0120226	0.0939134
1.53119e+09	-0.0844276	-0.0875113	-0.017216	0.102246
1.53119e+09	-0.0848186	-0.083148	-0.0437077	0.0712798
1.53119e+09	-0.0850815	-0.0607058	-0.0904486	0.00294922
1.53119e+09	-0.0860866	-0.0489035	-0.102362	-0.0136172
1.53119e+09	-0.087401	-0.0546872	-0.0997651	-0.00861738
1.53119e+09	-0.0889518	-0.0362208	-0.080824	-0.012609
1.53119e+09	-0.0904561	-0.034426	-0.061971	-0.014681
1.53119e+09	-0.0912448	-0.0290758	-0.061971	0.0119846
1.53119e+09	-0.092409	-0.0165899	-0.061229	0.0353167
1.53119e+09	-0.094512	-0.00333748	-0.0586323	0.050316
1.53119e+09	-0.096615	-0.00979409	-0.0610111	0.0429621
1.53119e+09	-0.098718	-0.0187561	-0.0688012	0.0112967
1.53119e+09	-0.100644	-0.00858642	-0.0678626	-0.0136459
1.53119e+09	-0.102484	0.00643575	-0.0626691	-0.0353117
1.53119e+09	-0.103642	0.0113062	-0.0934382	-0.000717314
1.53119e+09	-0.104786	0.0248527	-0.127653	0.0374156
1.53119e+09	-0.107415	0.0123331	-0.127653	-0.0075826
1.53119e+09	-0.110176	0.0192593	-0.127653	-0.0403948
1.53119e+09	-0.113331	0.00830742	-0.127653	-0.0370616
1.53119e+09	-0.115783	0.00990423	-0.124183	-0.0470902
1.53119e+09	-0.11736	0.0150007	-0.116393	-0.0737558
1.53119e+09	-0.118769	0.00914755	-0.096993	-0.0631659
1.53119e+09	-0.120084	-0.00339292	-0.0710258	-0.0315005
1.53119e+09	-0.120742	-0.0158328	-0.0645022	-0.0691632
1.53119e+09	-0.121188	-0.0261647	-0.0626922	-0.119397
1.53119e+09	-0.118559	-0.0597269	-0.0912561	-0.114397
1.53119e+09	-0.116275	-0.0985197	-0.110741	-0.113039
1.53119e+09	-0.115224	-0.112294	-0.0977571	-0.124706
1.53119e+09	-0.113631	-0.0790379	-0.0879816	-0.124704
1.53119e+09	-0.111265	-0.0543278	-0.0827881	-0.108038
1.5312e+09	-0.109217	-0.0541964	-0.0870221	-0.120617
1.5312e+09	-0.107377	-0.0488711	-0.097409	-0.152282
1.5312e+09	-0.105327	-0.0438522	-0.0870646	-0.156006
1.5312e+09	-0.103224	-0.0548894	-0.0714843	-0.152673
1.5312e+09	-0.103207	-0.0263606	-0.0713541	-0.169172
1.5312e+09	-0.103109	0.00568097	-0.0742352	-0.190461
1.5312e+09	-0.102584	0.000496867	-0.0898155	-0.232126
1.5312e+09	-0.102058	0.0411423	-0.104414	-0.264966
1.5312e+09	-0.101532	0.0740629	-0.117397	-0.283299
1.5312e+09	-0.102058	0.0688282	-0.118509	-0.253058
1.5312e+09	-0.103372	0.0445626	-0.110719	-0.186394
1.5312e+09	-0.104687	0.0169102	-0.100943	-0.149044
1.5312e+09	-0.106001	0.0150049	-0.0905561	-0.120712
1.5312e+09	-0.106056	0.00813749	-0.107535	-0.146667
1.5312e+09	-0.105857	0.0132568	-0.122175	-0.177268
1.5312e+09	-0.104543	0.00577517	-0.116982	-0.2206
1.5312e+09	-0.102957	0.00684593	-0.118052	-0.249
1.5312e+09	-0.100854	-0.0029579	-0.131036	-0.249
1.5312e+09	-0.098044	-0.00521919	-0.146813	-0.252585
1.5312e+09	-0.0946266	-0.0236562	-0.16499	-0.259252
1.5312e+09	-0.0937078	-0.0250464	-0.169876	-0.222051
1.5312e+09	-0.0937078	-0.0161421	-0.169876	-0.16872
1.5312e+09	-0.0958949	-0.0038834	-0.160275	-0.130795
1.5312e+09	-0.0979823	0.00822928	-0.150499	-0.101388
1.5312e+09	-0.0979823	0.0177027	-0.145306	-0.126387
1.5312e+09	-0.0971648	0.0485199	-0.132037	-0.156569
1.5312e+09	-0.094536	0.0773416	-0.100876	-0.198234
1.5312e+09	-0.0931003	0.097166	-0.0906665	-0.210485
1.5312e+09	-0.0928374	0.0988792	-0.101053	-0.193819
1.5312e+09	-0.091291	0.109578	-0.107818	-0.193428
1.5312e+09	-0.089188	0.10958	-0.113011	-0.200095
1.5312e+09	-0.0891926	0.118055	-0.122831	-0.224577
1.5312e+09	-0.0892343	0.134461	-0.134965	-0.252504
1.5312e+09	-0.0868684	0.153146	-0.166125	-0.294169
1.5312e+09	-0.0849401	0.171464	-0.185761	-0.351552
1.5312e+09	-0.0841514	0.184671	-0.175375	-0.449881
1.5312e+09	-0.0829916	0.195715	-0.173543	-0.56233
1.5312e+09	-0.0814144	0.205452	-0.181333	-0.690658
1.53121e+09	-0.0803607	0.220404	-0.19602	-0.703907
1.53121e+09	-0.0795721	0.222566	-0.214197	-0.658909
1.53121e+09	-0.0792341	0.236938	-0.20121	-0.716773
1.53121e+09	-0.0788916	0.253991	-0.183689	-0.787646
1.53121e+09	-0.0770515	0.273042	-0.178495	-0.78098
1.53121e+09	-0.0753395	0.284581	-0.174568	-0.778783
1.53121e+09	-0.0740251	0.283997	-0.174568	-0.790449
1.53121e+09	-0.0730554	0.309894	-0.171163	-0.847276
1.53121e+09	-0.0725297	0.297013	-0.163373	-0.962271
1.53121e+09	-0.070844	0.316197	-0.155583	-1.00688
1.53121e+09	-0.0684781	0.286633	-0.147793	-1.01022
1.53121e+09	-0.0671948	0.264922	-0.122893	-0.966879
1.53121e+09	-0.0661477	0.250375	-0.0943731	-0.912956
1.53121e+09	-0.0653591	0.256793	-0.068406	-0.824626
1.53121e+09	-0.0646257	0.277298	-0.0544455	-0.735596
1.53121e+09	-0.0641	0.328656	-0.0856061	-0.643933
1.53121e+09	-0.0641045	0.372837	-0.0832419	-0.626233
1.53121e+09	-0.0648931	0.402893	-0.0313076	-0.717896
1.53121e+09	-0.0652112	0.432627	-0.0243099	-0.725026
1.53121e+09	-0.0652112	0.437063	-0.0476803	-0.675028
1.53121e+09	-0.0652112	0.468528	0.019212	-0.661895
1.53121e+09	-0.0652112	0.438665	0.110097	-0.658562
1.53121e+09	-0.0644357	0.44544	0.129489	-0.728973
1.53121e+09	-0.0636471	0.457712	0.136662	-0.782981
1.53121e+09	-0.0628584	0.432137	0.0925183	-0.754648
1.53121e+09	-0.0617781	0.438196	0.0675817	-0.709674
1.53121e+09	-0.0602009	0.42222	0.0753719	-0.636343
1.53121e+09	-0.0583276	0.401046	0.0977848	-0.650294
1.53121e+09	-0.0562245	0.398961	0.131542	-0.731957
1.53121e+09	-0.0541215	0.42659	0.153514	-0.703946
1.53121e+09	-0.0520185	0.464593	0.171691	-0.640616
1.53121e+09	-0.052412	0.494263	0.192334	-0.637429
1.53121e+09	-0.0527498	0.537353	0.20754	-0.641718
1.53121e+09	-0.0519612	0.551508	0.189363	-0.671716
1.53121e+09	-0.0513494	0.53734	0.184283	-0.67874
1.53121e+09	-0.0510865	0.516667	0.205056	-0.640408
