1.58501e+09	0.958324
1.58501e+09	0.95715
1.58501e+09	0.95715
1.58501e+09	0.956563
1.58501e+09	0.955389
1.58501e+09	0.959498
1.58501e+09	0.962433
1.58501e+09	0.960085
1.58501e+09	0.959498
1.58501e+09	0.962433
1.58501e+09	0.961259
1.58501e+09	0.958911
1.58501e+09	0.961259
1.58501e+09	0.964781
1.58501e+09	0.964194
1.58502e+09	0.96889
1.58502e+09	0.971824
1.58502e+09	0.975933
1.58502e+09	0.969477
1.58502e+09	0.965955
1.58502e+09	0.957737
1.58502e+09	0.959498
1.58502e+09	0.95715
1.58502e+09	0.957737
1.58502e+09	0.964194
1.58502e+09	0.972998
1.58502e+09	0.979455
1.58502e+09	0.985325
1.58502e+09	0.990608
1.58502e+09	0.990608
1.58502e+09	0.996478
1.58502e+09	0.997652
1.58502e+09	0.993543
1.58502e+09	0.981216
1.58502e+09	0.978281
1.58502e+09	0.98239
1.58503e+09	0.990021
1.58503e+09	1
1.58503e+09	0.987086
1.58503e+09	0.988847
1.58503e+09	0.985325
1.58503e+09	0.979455
1.58503e+09	0.977107
1.58503e+09	0.972411
1.58503e+09	0.971237
1.58503e+09	0.972411
1.58503e+09	0.974172
1.58503e+09	0.975346
1.58503e+09	0.978281
1.58503e+09	0.975346
1.58503e+09	0.971824
1.58503e+09	0.966542
1.58503e+09	0.963607
1.58503e+09	0.971237
1.58503e+09	0.972411
1.58503e+09	0.971824
1.58503e+09	0.970651
1.58504e+09	0.972411
1.58504e+09	0.974759
1.58504e+09	0.972411
1.58504e+09	0.965955
1.58504e+09	0.970651
1.58504e+09	0.974172
1.58504e+09	0.984738
1.58504e+09	0.986499
1.58504e+09	0.984738
1.58504e+09	0.975933
1.58504e+09	0.974759
1.58504e+09	0.977694
1.58504e+09	0.984738
1.58504e+09	0.979455
1.58504e+09	0.965955
1.58504e+09	0.963607
1.58504e+09	0.965955
1.58504e+09	0.960085
1.58504e+09	0.961259
1.58504e+09	0.958911
1.58504e+09	0.964781
1.58505e+09	0.964194
1.58505e+09	0.965955
1.58505e+09	0.962433
1.58505e+09	0.95715
1.58505e+09	0.947171
1.58505e+09	0.941301
1.58505e+09	0.940127
1.58505e+09	0.940127
1.58505e+09	0.937192
1.58505e+09	0.933083
1.58505e+09	0.926626
1.58505e+09	0.926039
1.58505e+09	0.924278
1.58505e+09	0.924278
1.58505e+09	0.92193
1.58505e+09	0.91606
1.58505e+09	0.910191
1.58505e+09	0.903734
1.58505e+09	0.898451
1.58505e+09	0.896103
1.58506e+09	0.887885
1.58506e+09	0.88495
1.58506e+09	0.886124
1.58506e+09	0.88495
1.58506e+09	0.880254
1.58506e+09	0.871449
1.58506e+09	0.860296
1.58506e+09	0.857948
1.58506e+09	0.854426
1.58506e+09	0.850905
1.58506e+09	0.848557
1.58506e+09	0.847383
1.58506e+09	0.840926
1.58506e+09	0.831534
1.58506e+09	0.833295
1.58506e+09	0.82449
1.58506e+09	0.821555
1.58506e+09	0.818033
1.58506e+09	0.81862
1.58506e+09	0.821555
1.58506e+09	0.819207
1.58507e+09	0.816859
1.58507e+09	0.80688
1.58507e+09	0.805706
1.58507e+09	0.807467
1.58507e+09	0.805706
1.58507e+09	0.803945
1.58507e+09	0.803945
1.58507e+09	0.802184
1.58507e+09	0.804532
1.58507e+09	0.796901
1.58507e+09	0.79514
1.58507e+09	0.795727
1.58507e+09	0.796314
1.58507e+09	0.794554
1.58507e+09	0.793967
1.58507e+09	0.798662
1.58507e+09	0.80101
1.58507e+09	0.805706
1.58507e+09	0.813924
1.58507e+09	0.816859
1.58507e+09	0.825077
1.58508e+09	0.822729
1.58508e+09	0.821555
1.58508e+09	0.820381
1.58508e+09	0.820381
1.58508e+09	0.820381
1.58508e+09	0.823903
1.58508e+09	0.831534
1.58508e+09	0.831534
1.58508e+09	0.83036
1.58508e+09	0.832708
1.58508e+09	0.835056
1.58508e+09	0.833295
1.58508e+09	0.833882
