1.53118e+09	-0.0571372	-0.00780346
1.53118e+09	-0.0579258	-0.0101944
1.53118e+09	-0.0589684	-0.0245999
1.53118e+09	-0.0610715	-0.00808427
1.53118e+09	-0.0622601	-0.0115375
1.53118e+09	-0.0619968	-0.01278
1.53118e+09	-0.0629533	0.000203658
1.53118e+09	-0.0647937	-0.020709
1.53118e+09	-0.0666341	-0.0222585
1.53118e+09	-0.0684739	-0.032929
1.53118e+09	-0.070568	-0.0391736
1.53118e+09	-0.0722093	-0.0450757
1.53118e+09	-0.0714207	-0.0553755
1.53118e+09	-0.0713745	-0.0615553
1.53118e+09	-0.072689	-0.0669111
1.53119e+09	-0.0741468	-0.0489326
1.53119e+09	-0.075724	-0.0506892
1.53119e+09	-0.077496	-0.0481987
1.53119e+09	-0.0793358	-0.0753693
1.53119e+09	-0.0797046	-0.0772988
1.53119e+09	-0.0801993	-0.0778811
1.53119e+09	-0.0823024	-0.0818396
1.53119e+09	-0.0839017	-0.0815319
1.53119e+09	-0.0844276	-0.0875112
1.53119e+09	-0.0848186	-0.0831482
1.53119e+09	-0.0850813	-0.0607058
1.53119e+09	-0.0860869	-0.0489036
1.53119e+09	-0.0874008	-0.0546872
1.53119e+09	-0.0889516	-0.0362209
1.53119e+09	-0.0904562	-0.034426
1.53119e+09	-0.0912447	-0.0290758
1.53119e+09	-0.0924093	-0.0165899
1.53119e+09	-0.0945118	-0.00333748
1.53119e+09	-0.0966148	-0.00979413
1.53119e+09	-0.0987179	-0.0187561
1.53119e+09	-0.100645	-0.00858643
1.53119e+09	-0.102484	0.00643576
1.53119e+09	-0.103642	0.0113062
1.53119e+09	-0.104787	0.0248528
1.53119e+09	-0.107415	0.0123331
1.53119e+09	-0.110176	0.0192593
1.53119e+09	-0.113331	0.00830745
1.53119e+09	-0.115783	0.00990423
1.53119e+09	-0.11736	0.0150007
1.53119e+09	-0.11877	0.00914757
1.53119e+09	-0.120084	-0.00339292
1.53119e+09	-0.120742	-0.0158328
1.53119e+09	-0.121188	-0.0261647
1.53119e+09	-0.118559	-0.059727
1.53119e+09	-0.116275	-0.0985195
1.53119e+09	-0.115224	-0.112294
1.53119e+09	-0.113631	-0.0790383
1.53119e+09	-0.111265	-0.0543278
1.5312e+09	-0.109218	-0.0541965
1.5312e+09	-0.107377	-0.0488712
1.5312e+09	-0.105328	-0.0438522
1.5312e+09	-0.103224	-0.0548894
1.5312e+09	-0.103207	-0.0263606
1.5312e+09	-0.103109	0.00568098
1.5312e+09	-0.102584	0.000496868
1.5312e+09	-0.102058	0.0411424
1.5312e+09	-0.101532	0.0740626
1.5312e+09	-0.102058	0.0688279
1.5312e+09	-0.103373	0.0445626
1.5312e+09	-0.104687	0.0169102
1.5312e+09	-0.106002	0.0150049
1.5312e+09	-0.106057	0.0081375
1.5312e+09	-0.105858	0.0132568
1.5312e+09	-0.104543	0.00577518
1.5312e+09	-0.102957	0.00684594
1.5312e+09	-0.100854	-0.0029579
1.5312e+09	-0.0980439	-0.00521919
1.5312e+09	-0.0946269	-0.0236562
1.5312e+09	-0.0937076	-0.0250464
1.5312e+09	-0.0937076	-0.0161421
1.5312e+09	-0.0958952	-0.0038834
1.5312e+09	-0.0979827	0.00822927
1.5312e+09	-0.0979827	0.0177027
1.5312e+09	-0.0971647	0.0485199
1.5312e+09	-0.0945364	0.0773414
1.5312e+09	-0.0931001	0.0971662
1.5312e+09	-0.0928375	0.0988793
1.5312e+09	-0.0912909	0.109579
1.5312e+09	-0.0891879	0.10958
1.5312e+09	-0.0891927	0.118055
1.5312e+09	-0.0892346	0.134462
1.5312e+09	-0.0868683	0.153146
1.5312e+09	-0.0849404	0.171464
1.5312e+09	-0.0841518	0.184671
1.5312e+09	-0.0829914	0.195716
1.5312e+09	-0.0814143	0.205452
1.53121e+09	-0.0803606	0.220404
1.53121e+09	-0.0795721	0.222566
1.53121e+09	-0.0792345	0.236938
1.53121e+09	-0.0788914	0.253991
1.53121e+09	-0.0770516	0.273042
1.53121e+09	-0.0753396	0.284581
1.53121e+09	-0.0740251	0.283997
1.53121e+09	-0.0730554	0.309894
1.53121e+09	-0.0725295	0.297013
1.53121e+09	-0.0708438	0.316197
1.53121e+09	-0.0684781	0.286633
1.53121e+09	-0.0671948	0.264922
1.53121e+09	-0.0661478	0.250375
1.53121e+09	-0.0653592	0.256793
1.53121e+09	-0.0646258	0.277298
1.53121e+09	-0.0640999	0.328656
1.53121e+09	-0.0641047	0.372838
1.53121e+09	-0.0648932	0.402893
1.53121e+09	-0.0652111	0.432627
1.53121e+09	-0.0652111	0.437063
1.53121e+09	-0.0652111	0.468528
1.53121e+09	-0.0652111	0.438665
1.53121e+09	-0.0644357	0.44544
1.53121e+09	-0.0636471	0.457713
1.53121e+09	-0.0628585	0.432137
1.53121e+09	-0.0617779	0.438196
1.53121e+09	-0.0602008	0.42222
1.53121e+09	-0.0583276	0.401046
1.53121e+09	-0.0562246	0.398961
1.53121e+09	-0.0541216	0.42659
1.53121e+09	-0.0520186	0.464593
1.53121e+09	-0.0524121	0.494263
1.53121e+09	-0.0527499	0.537354
1.53121e+09	-0.0519612	0.551509
1.53121e+09	-0.0513494	0.537341
1.53121e+09	-0.0510866	0.516667
1.53121e+09	-0.0502669	0.489129
1.53122e+09	-0.0489525	0.498981
1.53122e+09	-0.0483982	0.515136
1.53122e+09	-0.0481353	0.5095
1.53122e+09	-0.0476316	0.514423
1.53122e+09	-0.0470483	0.528275
1.53122e+09	-0.0459968	0.565333
1.53122e+09	-0.0447862	0.611146
1.53122e+09	-0.0432089	0.602191
1.53122e+09	-0.0426746	0.64629
1.53122e+09	-0.0432003	0.689828
1.53122e+09	-0.0433638	0.722812
1.53122e+09	-0.0433638	0.713087
1.53122e+09	-0.040812	0.777127
1.53122e+09	-0.0380199	0.800014
1.53122e+09	-0.0364426	0.8514
1.53122e+09	-0.0348653	0.864575
1.53122e+09	-0.0332881	0.860294
1.53122e+09	-0.0311032	0.82643
1.53122e+09	-0.0282115	0.859205
1.53122e+09	-0.026871	0.908488
1.53122e+09	-0.0263452	0.728561
1.53122e+09	-0.0253732	0.773049
1.53122e+09	-0.0243548	0.827316
1.53122e+09	-0.024092	0.78063
1.53122e+09	-0.0242004	0.810523
1.53122e+09	-0.0255148	0.753199
1.53122e+09	-0.0267165	0.771135
1.53122e+09	-0.027768	0.781368
1.53122e+09	-0.0271845	0.849858
1.53122e+09	-0.0256072	0.806134
1.53122e+09	-0.023387	0.766441
1.53122e+09	-0.0210301	0.763675
1.53122e+09	-0.0197157	0.792479
1.53122e+09	-0.0181891	0.821946
1.53122e+09	-0.0158233	0.791134
1.53122e+09	-0.0141844	0.766292
